,ticker,twin,name,exch,cat,country
28974,MACK-B.ST,,Mackmyra Svensk Whisky AB (publ),STO,,Sweden
28046,BIOGY,,BioGaia AB,PNK,,USA
28752,0GTN.L,,BioGaia AB,LSE,,United Kingdom
28977,BIOG-B.ST,,BioGaia AB,STO,Drug Manufacturers - Major,Sweden
29132,BGAIF,,BioGaia AB,PNK,,USA
45099,BGL.F,,BioGaia AB,FRA,,France
28109,MSON-A.ST,x,Midsona AB (publ),STO,Personal Products,Sweden
29006,MSON-B.ST,x,Midsona AB (publ),STO,Personal Products,Sweden
29041,MEDR-B.ST,,MediRätt AB (publ),STO,,Sweden
29059,CHAL-B.ST,,Challenger Mobile AB (publ),STO,,Sweden
29060,SHEL-B.ST,,Shelton Petroleum AB (publ),STO,,Sweden
29063,DURC-B.ST,,Duroc AB (publ),STO,Diversified Machinery,Sweden
62232,DRC.F,,Duroc AB (publ),FRA,,France
29076,TRUE-B.ST,,True Heading AB,STO,,Sweden
1211,ELUXY,,AB Electrolux (publ),PNK,,USA
28150,ELUX-A.ST,x,AB Electrolux (publ),STO,Electronic Equipment,Sweden
28632,0MDT.L,,AB Electrolux (publ),LSE,,United Kingdom
28680,ELUXF,,AB Electrolux (publ),PNK,,USA
29085,ELUX-B.ST,x,AB Electrolux (publ),STO,Electronic Equipment,Sweden
63836,ELX.F,,AB Electrolux (publ),FRA,,France
64110,ELUXB.ST,,AB Electrolux (publ),STO,,Sweden
29106,DMAB-B.ST,,DMAB-B.ST,STO,,Sweden
29111,RTIM-B.ST,,RTIM-B.ST,STO,,Sweden
29129,AJA-B.ST,,Byggmästare Anders J Ahlström Holding AB (publ),STO,,Sweden
28113,MIDW-A.ST,x,Midway Holding AB,STO,Conglomerates,Sweden
29142,MIDW-B.ST,x,Midway Holding AB,STO,Conglomerates,Sweden
28174,CAT-A.ST,,Catella AB (publ),STO,Asset Management,Sweden
28657,SKWB.SG,,Catella AB (publ),STU,,Germany
29151,CAT-B.ST,,Catella AB (publ),STO,Asset Management,Sweden
29152,PROE-B.ST,,Proffice AB (Publ),STO,,Sweden
29195,0OAE.L,,Proffice AB (Publ),LSE,,United Kingdom
29189,KABE-B.ST,,KABE AB (publ.),STO,"Recreational Goods, Other",Sweden
29190,LLSW-B.ST,,LightLab Sweden AB,STO,Electronic Equipment,Sweden
29199,SCOR-B.ST,,Switchcore AB(Publ.),,,
29149,0N5E.L,,Acando AB (publ.),LSE,,United Kingdom
29225,ACAN-B.ST,,Acando AB (publ.),STO,Information Technology Services,Sweden
29753,FRTB.F,,Acando AB (publ.),FRA,,France
28100,PCRBF,,Pricer AB (publ),PNK,,USA
28686,PCRBY,,Pricer AB (publ),PNK,,USA
28865,0H38.L,,Pricer AB (publ),LSE,,United Kingdom
29228,PRIC-B.ST,,Pricer AB (publ),STO,Business Equipment,Sweden
105755,PRRB.F,,Pricer AB (publ),FRA,,France
29021,0QIA.L,,Platzer Fastigheter Holding AB (publ),LSE,,United Kingdom
29229,PLAZ-B.ST,,Platzer Fastigheter Holding AB (publ),STO,,Sweden
29236,STEF-B.ST,,Stendörren Fastigheter AB (publ),STO,,Sweden
28128,HXPLF,,Hexpol AB (Publ),PNK,,USA
29216,0R7O.L,,Hexpol AB (Publ),LSE,,United Kingdom
29240,HPOL-B.ST,,Hexpol AB (Publ),STO,Specialty Chemicals,Sweden
75063,4QT1.F,,Hexpol AB (Publ),FRA,,France
30005,ALIF-B.ST,,AddLife AB (publ),STO,,Sweden
30017,ADVPETR-B.BO,,Advance Petrochemicals Ltd.,BSE,,India
30526,ANOD-B.ST,,Addnode Group AB (publ),STO,Information Technology Services,Sweden
31350,AR7B.F,,Addnode Group AB (publ),FRA,,France
30961,ADDV-B.ST,x,ADDvise Group AB (publ),STO,,Sweden
102688,ADDV-A.ST,x,ADDvise Group AB (publ),STO,,Sweden
31027,ADMCAP-B.CO,,Admiral Capital A/S,CPH,,Denmark
32669,AGORA-PREF.ST,,A Group Of Retail Assets Sweden AB (publ),STO,,Sweden
33006,AGORA-B.ST,,A Group Of Retail Assets Sweden AB (publ),STO,,Sweden
1151,SCA-A.ST,x,Svenska Cellulosa Aktiebolaget SCA (publ),STO,Personal Products,Sweden
28565,SCA.DE,,Svenska Cellulosa Aktiebolaget SCA (publ),GER,,Germany
34504,SVCBY,,Svenska Cellulosa Aktiebolaget SCA (publ),PNK,,USA
34505,SVCBF,,Svenska Cellulosa Aktiebolaget SCA (publ),PNK,,USA
34507,SCA-B.ST,x,Svenska Cellulosa Aktiebolaget SCA (publ),STO,Personal Products,Sweden
34623,0MCK.L,,Svenska Cellulosa Aktiebolaget SCA (publ),LSE,,United Kingdom
34795,0MCJ.L,,Svenska Cellulosa Aktiebolaget SCA (publ),LSE,,United Kingdom
54139,SCAB.SW,,Svenska Cellulosa Aktiebolaget SCA (publ),EBS,,Switzerland
54371,SCA.F,,Svenska Cellulosa Aktiebolaget SCA (publ),FRA,,France
54530,SCAB.ST,,Svenska Cellulosa Aktiebolaget SCA (publ),STO,,Sweden
34517,SECT-B.ST,,Sectra AB (publ),STO,Medical Appliances & Equipment,Sweden
63063,ECRC.F,,Sectra AB (publ),FRA,,France
34518,HOLM-B.ST,x,Holmen Aktiebolag (publ),STO,Paper & Paper Products,Sweden
34519,HOLM-A.ST,x,Holmen Aktiebolag (publ),STO,Paper & Paper Products,Sweden
34520,HLMNF,,Holmen Aktiebolag (publ),PNK,,USA
34764,0NBO.L,,Holmen Aktiebolag (publ),LSE,,United Kingdom
34786,HLMNY,,Holmen Aktiebolag (publ),PNK,,USA
76703,HL9B.F,,Holmen Aktiebolag (publ),FRA,,France
289211,ABFAST-B.ST,,Aktiebolaget Fastator (publ),STO,,Sweden
346011,REHA-B.ST,,Aktiebolaget Fastator (publ),STO,,Sweden
35037,ALSAMRN-B.BO,,ALSA MARINE & HARVESTS LTD.,BSE,,India
35075,ALLG-B.ST,,Allgon AB (publ),STO,,Sweden
96251,SMAQ-B.ST,,Allgon AB (publ),,,
35093,ASIANAL-B.BO,,ASIAN ALLOYS LTD.,BSE,,India
34544,AKABY,,ALK-Abelló A/S,PNK,,USA
34614,AKBLF,,ALK-Abelló A/S,PNK,,USA
35212,ALK-B.CO,,ALK-Abelló A/S,CPH,,Denmark
35722,4AJ.F,,ALK-Abelló A/S,FRA,,France
35762,0OIR.L,,ALK-Abelló A/S,LSE,,United Kingdom
35562,ALPININ-B.BO,,ALPINE INDUSTRIES LTD.,BSE,,India
35673,ALANGMR-B.BO,,ALANG MARINE LTD.,BSE,,India
35961,ALCOBMT-B.BO,,ALCOBEX METALS LTD.,BSE,,India
36483,AM-B.CO,,Andersen & Martini A/S,CPH,,Denmark
36441,0R4L.L,,Ambu A/S,LSE,,United Kingdom
36588,AMBU-B.CO,,Ambu A/S,CPH,,Denmark
36994,ARAM-B.ST,,ARAM-B.ST,,,
36985,CSW-A.TO,,Corby Spirit and Wine Limited,TOR,,Canada
37016,CRBBF,,Corby Spirit and Wine Limited,PNK,,USA
37179,CBYDF,,Corby Spirit and Wine Limited,PNK,,USA
37353,CSW-B.TO,,Corby Spirit and Wine Limited,TOR,,Canada
37797,APSSTAR-B.BO,,APSSTAR-B.BO,,,
38961,ARKIL-B.CO,,Arkil Holding A/S,CPH,,Denmark
39757,CAM-B.ST,,Consensus Asset Management AB B,STO,,Sweden
29071,0IHM.L,,Atrium Ljungberg AB (publ),LSE,,United Kingdom
40521,ATRLJ-B.ST,,Atrium Ljungberg AB (publ),STO,,Sweden
41658,CRHVF,,Chorus Aviation Inc.,PNK,,USA
41659,CHR-B.TO,x,Chorus Aviation Inc.,TOR,,Canada
41707,CHRVF,,Chorus Aviation Inc.,PNK,,USA
41748,CHR-A.TO,x,Chorus Aviation Inc.,TOR,,Canada
41826,AV-B.L,,AVIVA PLC 8 3/8% CUM IRRD PRF #,LSE,,United Kingdom
42584,IBT-B.ST,,Infant Bacterial Therapeutics AB (publ),STO,,Sweden
43625,BEK-B.TO,,The Becker Milk Company Limited,TOR,Real Estate Development,Canada
44375,BERLIV-B.CO,,Berlin IV A/S,,,
47138,BIGG-B.ST,,Biotech-IgG AB,STO,,Sweden
3538,TMI.TO,,TriMetals Mining Inc.,TOR,,Canada
16296,TMIBF,,TriMetals Mining Inc.,PNK,,USA
47652,TMI-B.TO,,TriMetals Mining Inc.,TOR,,Canada
87788,SS7A.SG,,TriMetals Mining Inc.,STU,,Germany
100065,TMIAF,,TriMetals Mining Inc.,PNK,,USA
47922,BLUBLND-B.BO,,Blue Blends (India) Ltd.,BSE,,India
49991,SAURAPB-B.BO,,SAURASHTRA PAPER & BOARD MILLS,BSE,,India
50039,BOCON-B.CO,,BoConcept Holding A/S,CPH,,Denmark
50303,BORD-B.CO,,F.E. Bording A/S,CPH,,Denmark
50363,DBP-B.ST,,Double Bond Pharmaceutical Int.,STO,,Sweden
50449,BP-B.L,,BP PLC 9% CUM 2ND PRF #1,LSE,,United Kingdom
50703,BRIN-B.ST,,Brinova Fastigheter AB (publ),STO,Property Management,Sweden
50775,HARB-B.CO,,Harboes Bryggeri A/S,CPH,,Denmark
18235,OVI-A.TO,x,Ovivo Inc.,TOR,,Canada
51662,OVI-B.TO,x,Ovivo Inc.,TOR,,Canada
86125,LVGAF,,Ovivo Inc.,PNK,,USA
91890,7GL.F,,Ovivo Inc.,FRA,,France
6499,RAY-A.TO,x,Stingray Digital Group Inc.,TOR,,Canada
52514,RAY-B.TO,x,Stingray Digital Group Inc.,TOR,,Canada
56285,CXA-B.TO,,Consolidated HCI Holdings Corporation,TOR,Real Estate Development,Canada
56328,RII-B.V,x,Richco Investors Inc.,VAN,,Canada
95063,RII-K.V,x,Richco Investors Inc.,VAN,,Canada
56394,CLS-TR-B.ST,,Clinical Laserthermia Systems A,STO,,Sweden
56467,CLS-BTA-B.ST,,Clinical Laserthermia Systems A,STO,,Sweden
56409,#NAME?,,"TORSTAR CORP., CL. B, NV",TOR,,Canada
1323,TCL-A.TO,x,Transcontinental Inc.,TOR,Publishing - Newspapers,Canada
20575,TCLCF,,Transcontinental Inc.,PNK,,USA
56413,TCL-B.TO,x,Transcontinental Inc.,TOR,Publishing - Newspapers,Canada
99386,TCLAF,,Transcontinental Inc.,PNK,,USA
563941,CLS-TR-B.ST,,Clinical Laserthermia Systems A,STO,,Sweden
564671,CLS-BTA-B.ST,,Clinical Laserthermia Systems A,STO,,Sweden
56476,CLINE-B.ST,,Cline Scientific AB,STO,,Sweden
58379,RE-B.L,,R.E.A. HOLDINGS PLC 9% CUM PRF,LSE,,United Kingdom
58833,ICP-B.CR,,"INVERSIONES CRECEPYMES, C.A. CL",CCS,,Venezuela
59934,DATARSW-B.BO,,DATAR SWITCHGEAR LTD.,BSE,,India
28299,0R80.L,,D. Carnegie & Co AB (publ),LSE,,United Kingdom
60304,DCAR-B.ST,,D. Carnegie & Co AB (publ),STO,Hospitals,Sweden
60643,DEWNTYR-B.BO,,DEWAN TYRES LTD.,BSE,,India
60735,DEMI-BTA-2-B.ST,,DEMI-BTA-2-B.ST,,,
61230,DMYD-TR-B.ST,,DMYD-TR-B.ST,,,
61355,DMYD-BTA-B.ST,,DMYD-BTA-B.ST,,,
53407,CBHD.DE,,Coloplast A/S,GER,,Germany
53450,CBHD.F,,Coloplast A/S,FRA,,France
56262,CLPBY,,Coloplast A/S,PNK,,USA
56263,CLPBF,,Coloplast A/S,PNK,,USA
61396,COLO-B.CO,,Coloplast A/S,CPH,,Denmark
61429,0QBON.MX,,Coloplast A/S,MEX,Medical Instruments & Supplies,Mexico
61432,COLOB.SW,,Coloplast A/S,EBS,,Switzerland
61489,0QBO.L,,Coloplast A/S,LSE,,United Kingdom
61405,LUXOR-B.CO,,Investeringsselskabet Luxor A/S,CPH,,Denmark
61420,IMAIL-B.CO,,InterMail A/S,CPH,,Denmark
61427,ROCK-A.CO,x,Rockwool International A/S,CPH,,Denmark
61462,ROCK-B.CO,x,Rockwool International A/S,CPH,,Denmark
61606,R90.F,,Rockwool International A/S,FRA,,France
61607,0M0A.L,,Rockwool International A/S,LSE,,United Kingdom
95169,RKWBF,,Rockwool International A/S,PNK,,USA
61470,KLEE-B.CO,,Brd. Klee A/S,CPH,,Denmark
61481,GERHSP-B.CO,,German High Street Properties A/S,CPH,,Denmark
61483,MIGA-B.CO,,Svejsemaskinefabrikken Migatronic A/S,CPH,,Denmark
61453,SIF.CO,,Silkeborg IF Invest A/S,CPH,,Denmark
61491,SIF-B.CO,,Silkeborg IF Invest A/S,CPH,,Denmark
61496,EGE-B.CO,,egetæpper a/s,CPH,,Denmark
61500,FLUG-B.CO,,Flügger A/S,CPH,,Denmark
61509,NTR-B.CO,,NTR Holding A/S,CPH,,Denmark
61494,HOEJ-A.CO,x,Højgaard Holding A/S,CPH,,Denmark
61511,HOEJ-B.CO,x,Højgaard Holding A/S,CPH,,Denmark
61533,GYLD-B.CO,x,Gyldendal A/S,CPH,,Denmark
61564,GYLD-A.CO,x,Gyldendal A/S,CPH,,Denmark
61638,0O3W.L,,Gyldendal A/S,LSE,,United Kingdom
61536,AURI-B.CO,,Auriga Industries A/S,CPH,,Denmark
26905,ZVR.F,,Solar A/S,FRA,,France
61436,0G33.L,,Solar A/S,LSE,,United Kingdom
61539,SOLAR-B.CO,,Solar A/S,CPH,,Denmark
61613,MT-B.CO,,Monberg & Thorsen A/S,CPH,,Denmark
61616,RBLN-B.CO,,Roblon A/S,CPH,,Denmark
61643,EXP-B.CO,,Expedit A/S,CPH,,Denmark
62607,DYNIDUS-B.BO,,DYNAVOX INDUSTRIES LTD.,BSE,,India
62895,EASY-B.ST,,EasyFill AB B,STO,,Sweden
68286,NGRJFIN-B.BO,,NAGARJUNA FINANCE LTD.,BSE,,India
68532,PRMRVNY-B.BO,,PREMIER VINYL FLOORING LTD.,BSE,,India
68820,PATHEJA-B.BO,,PATHEJA-B.BO,,,
69894,SLOTT-B.ST,x,Slottsviken Fastighetsaktiebola,STO,,Sweden
69912,SLOTT-A.ST,x,Slottsviken Fastighetsaktiebola,STO,,Sweden
70399,FVI-A.CR,x,FONDO DE VALORES INMOBILIARIOS,CCS,,Venezuela
70402,FVI-B.CR,x,FONDO DE VALORES INMOBILIARIOS,CCS,,Venezuela
74215,IGLFXPL-B.BO,,INDO GULF INDUSTRIES LTD.,BSE,,India
1567,SVNLF,,Svenska Handelsbanken AB (publ),PNK,,USA
28444,0R7S.L,,Svenska Handelsbanken AB (publ),LSE,,United Kingdom
28502,0R7R.L,,Svenska Handelsbanken AB (publ),LSE,,United Kingdom
29016,SVNLY,,Svenska Handelsbanken AB (publ),PNK,,USA
74409,SHBA.ST,,Svenska Handelsbanken AB (publ),STO,,Sweden
74474,SVHG.F,,Svenska Handelsbanken AB (publ),FRA,,France
74601,SVHH.F,,Svenska Handelsbanken AB (publ),FRA,,France
74650,SHB-B.ST,x,Svenska Handelsbanken AB (publ),STO,Money Center Banks,Sweden
74708,SHB-A.ST,x,Svenska Handelsbanken AB (publ),STO,Money Center Banks,Sweden
75551,HIFA-BTA-B.ST,,HIFA-BTA-B.ST,,,
75566,HIFA-TR-B.ST,,HIFA-TR-B.ST,,,
76727,PRESHMP-B.BO,,PRESHMP-B.BO,,,
219221,VEND-B.ST,,hubbr AB (publ),,,
770681,HUBR-B.ST,,hubbr AB (publ),STO,,Sweden
77279,TRELCHE-B.BO,,TECIL CHEMICALS & HYDRO POWER,BSE,,India
79253,SNGHLSW-B.BO,,SINGHAL SWAROOP ISPAT LTD.,BSE,,India
79318,THPRISP-B.BO,,THAPAR ISPAT LTD.,BSE,,India
80122,JYNTPPR-B.BO,,JYNTPPR-B.BO,,,
80511,JORDENG-B.BO,,JORDENG-B.BO,,,
82106,KLBRENG-B.BO,,Kilburn Engineering Limited,BSE,,India
84481,COIMLAK-B.BO,,COIMLAK-B.BO,,,
84632,BALMERL-B.BO,,BALMER LAWRIE FREIGHT CONTAINE,BSE,,India
85075,ROCKLES-B.BO,,ROCKLES-B.BO,,,
85131,LGT-B.TO,x,Logistec Corporation,TOR,Shipping,Canada
85132,LGT-A.TO,x,Logistec Corporation,TOR,Lodging,Canada
85742,LTKBF,,Logistec Corporation,PNK,,USA
85482,LLSW-BTA-B.ST,,LLSW-BTA-B.ST,,,
86181,TAGM-BTA-B.ST,,TagMaster AB BTA,STO,,Sweden
86327,MNYRPLA-B.BO,,MANIYAR PLAST LTD.,BSE,,India
86779,MCCHRLS-B.BO,,Mac Charles (India) Ltd.,BSE,,India
86881,MDTERYT-B.BO,,MODERN TERRY TOWELS LTD.,BSE,,India
86896,MDRNTHR-B.BO,,MODERN THREADS (INDIA) LTD.,BSE,,India
86916,MDRNSYN-B.BO,,MODERN SYNTEX (INDIA) LTD.,BSE,,India
86976,MESPHAR-B.BO,,MESCO PHARMACEUTICALS LTD.,BSE,,India
87061,MHTSULF-B.BO,,MEHTA SULFITES (INDIA) LTD.,BSE,,India
22542,MVZ-A.CR,x,MERCANTIL SERVICIOS FINANCIEROS,CCS,,Venezuela
87154,MVZ-B.CR,x,MERCANTIL SERVICIOS FINANCIEROS,CCS,,Venezuela
87506,RAMAPPR-B.BO,,Rama Paper Mills Ltd.,BSE,,India
87606,MIDESTI-B.BO,,MIDEAST (INDIA) LTD.,BSE,,India
87713,DEMI-BTA-B.ST,,Delta Minerals AB BTA B,STO,,Sweden
87961,MMRUBBR-B.BO,,MM Rubber Co. Ltd.,BSE,,India
89904,NIL-B.ST,,Nilörngruppen AB,STO,,Sweden
91756,ORT-TR-B.ST,,Ortoma AB TR B,STO,,Sweden
91779,ORT-BTA-B.ST,,Ortoma AB BTA B,STO,,Sweden
28699,0R8U.L,,Pandox AB (publ),LSE,,United Kingdom
92104,PNDX-B.ST,,Pandox AB (publ),STO,,Sweden
92163,PRSRSYN-B.BO,,PARASRAMPURIA SYNTHETICS LTD.,BSE,,India
92314,PARMCOS-B.BO,,Paramount Cosmetics (India) Limited,BSE,,India
92626,PENTFOR-B.BO,,PENTAFOUR PRODUCTS LTD.,BSE,,India
92672,PEXA-B.ST,,PExA AB,STO,,Sweden
92679,PNTASOL-B.BO,,PENTAFOUR SOLEC TECHNOLOGY LTD,BSE,,India
92802,PERTCOM-B.BO,,PERTCOM-B.BO,,,
92911,SECT-IL-B.ST,,SECT-IL-B.ST,,,
28441,PRIME.ST,,Prime Living AB (publ),STO,,Sweden
94074,PRIME-PREF-B.ST,,Prime Living AB (publ),STO,,Sweden
94135,SAGRSOY-B.BO,,SAGAR SOYA PRODUCTS LTD.,BSE,,India
95542,DEFL-TR-B.ST,,Deflamo AB TR B,STO,,Sweden
95544,TAGM-TR-B.ST,,TagMaster AB TR B,STO,,Sweden
95562,TAUR-TR-B.ST,,TAUR-TR-B.ST,,,
95658,DEWRUBB-B.BO,,DEWAN RUBBER INDUSTRIES LTD.,BSE,,India
96155,SCC-B.ST,,SCC-B.ST,STO,,Sweden
350751,ALLG-B.ST,,Allgon AB (publ),STO,,Sweden
962511,SMAQ-B.ST,,Allgon AB (publ),,,
97049,SIRISLT-B.BO,,SIRIS LTD.,BSE,,India
22962,SPTBO.CR,,SUELOPETROL,CCS,,Venezuela
98083,SPT-B.CR,x,SUELOPETROL,CCS,,Venezuela
98630,SPT-O.CR,x,SUELOPETROL,CCS,,Venezuela
98441,STORY-B.ST,,Storytel AB ser. B,STO,,Sweden
98541,SUDTIND-B.BO,,Suditi Industries Ltd.,BSE,,India
225951,RABT-B.ST,,Viking Supply Ships AB (publ),,,
986931,VSSAB-B.ST,,Viking Supply Ships AB (publ),STO,,Sweden
99179,TAUR-BTA-B.ST,,TAUR-BTA-B.ST,,,
99282,TAUR-B.ST,,Taurus Energy AB,STO,,Sweden
101675,VANTECH-B.BO,,VANTECH INDUSTRY LTD.,BSE,,India
101862,VNP-B.CR,,VENEPAL.B,CCS,,Venezuela
102020,VSD-B.ST,,Vibrosense Dynamics AB,STO,,Sweden
102074,VITACHM-B.BO,,VITARA CHEMICALS LTD.,BSE,,India
102538,INDWIRE-B.BO,,INDORE WIRE CO.LTD.,BSE,,India
102637,TWW-SDB-B.ST,,TWW-SDB-B.ST,STO,,Sweden
104135,COPP-B.ST,,Copperstone Resources AB,STO,,Sweden
104138,5KP.F,,Copperstone Resources AB,FRA,,France
104171,COVENSP-B.BO,,COVENTRY SPRING & ENGINEERING,BSE,,India
104501,GRHMFRT-B.BO,,GRAHAM FIRTH STEEL PRODUCTS LT,BSE,,India
104917,INISS-B.ST,,Inission AB (publ),STO,,Sweden
105497,MICROPL-B.BO,,MICRO PLANTAE LTD.,BSE,,India
105824,RENZTLB-B.BO,,RENZTLB-B.BO,,,
28072,STAR.ST,,Starbreeze AB (publ),,,
28293,STBEF,,Starbreeze AB (publ),PNK,,USA
106078,STAR-A.ST,x,Starbreeze AB (publ),STO,,Sweden
106083,STAR-B.ST,x,Starbreeze AB (publ),STO,,Sweden
